region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
1.0,Group 1 - Columbus Core,Franklin,390143305688,The Academy for Urban Scholars,The Academy for Urban Scholars,012528,The Academy for Urban Scholars,380.0,True,exact_irn,
,,Trumbull,390143405697,STEAM Academy of Warren,STEAM Academy of Warren,012644,,0.0,False,unmatched,
,,Erie,390145005693,Townsend Community School,Townsend Community School,012867,Townsend Community School,100.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390145105687,Focus North High School,Focus North High School,012529,Focus North High School,0.0,False,exact_irn,
,,Cuyahoga,390145705678,University of Cleveland Preparatory School,University of Cleveland Preparatory School,012541,,0.0,False,unmatched,
,,Wayne,390146305666,Beacon Hill Community School AKA Beacon Hill Academy,Beacon Hill Community School AKA Beacon Hill Academy,012501,,0.0,False,unmatched,
,,Cuyahoga,390146505658,Global Village Academy,Global Village Academy,012558,,0.0,False,unmatched,
,,Stark,390147005705,Canton College Preparatory School,Canton College Preparatory School,013255,,0.0,False,unmatched,
,,Mahoning,390147205727,Academy for Urban Scholars Youngstown,Academy for Urban Scholars Youngstown,013249,Academy for Urban Scholars Youngstown,0.0,False,exact_irn,
,,Cuyahoga,390147305721,The Brilliance School,The Brilliance School,013170,,0.0,False,unmatched,
,,Lucas,390147505738,SunBridge Schools,SunBridge Schools,013175,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390148005718,A+ Children's Academy,A+ Children's Academy,013232,A+ Children's Academy,111.0,True,exact_irn,
,,Cuyahoga,390148205756,STEAM Academy of Warrensville Heights,STEAM Academy of Warrensville Heights,013147,,0.0,False,unmatched,
,,Cuyahoga,390148705729,Ohio College Preparatory School,Ohio College Preparatory School,013253,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390149005710,Metro Early College High School,Metro Early College High School,012391,,0.0,False,unmatched,
,,Cuyahoga,390149605746,Cleveland Preparatory Academy,Cleveland Preparatory Academy,013199,,0.0,False,unmatched,
,,Cuyahoga,390149805759,Stepstone Academy,Stepstone Academy,013148,Stepstone Academy,180.0,True,exact_irn,
,,Cuyahoga,390149905712,Lake Erie College Preparatory School,Lake Erie College Preparatory School,013132,,0.0,False,unmatched,
,,Lucas,390150205733,Ann Jerkins-Harris Academy of Excellence,Ann Jerkins-Harris Academy of Excellence,013195,,0.0,False,unmatched,
,,Summit,390150305726,Akron Preparatory School,Akron Preparatory School,013254,,0.0,False,unmatched,
,,Cuyahoga,390150505720,Village Preparatory School Woodland Hills,Village Preparatory School Woodland Hills,013034,,0.0,False,unmatched,
,,Montgomery,390150805714,DECA PREP,DECA PREP,012924,,0.0,False,unmatched,
,,Summit,390151105765,Main Preparatory Academy,Main Preparatory Academy,014066,,0.0,False,unmatched,
,,Portage,390151205794,Bio-Med Science Academy STEM School,Bio-Med Science Academy STEM School,014231,,0.0,False,unmatched,
,,Cuyahoga,390151405778,West Park Bilingual Academy,West Park Bilingual Academy,014189,,0.0,False,unmatched,
,,Hamilton,390151605812,Cincinnati Technology Academy,Cincinnati Technology Academy,013864,Cincinnati Technology Academy,150.0,True,exact_irn,
,,Lucas,390152005819,Hope Learning Academy of Toledo,Hope Learning Academy of Toledo,014091,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390152105801,Imagine Columbus Primary Academy,Imagine Columbus Primary Academy,014139,,0.0,False,unmatched,
,,Cuyahoga,390152605779,East Academy,East Academy,014187,East Academy,220.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390152905782,United Schools Columbus,United Schools Columbus,014467,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390153005808,Ohio Construction Academy,Ohio Construction Academy,014067,Ohio Construction Academy,120.0,True,exact_irn,
,,Clark,390153505818,Global Impact STEM Academy,Global Impact STEM Academy,013930,Global Impact STEM Academy,690.0,True,exact_irn,
,,Montgomery,390153605813,Dayton SMART Elementary School,Dayton SMART Elementary School,014149,,0.0,False,unmatched,
,,Cuyahoga,390153905804,Albert Einstein Academy for Letters Arts and Sciences-Ohio,Albert Einstein Academy for Letters Arts and Sciences-Ohio,013994,"Albert Einstein Academy for Letters, Arts and Sciences-Ohio",350.0,True,exact_irn,
,,Cuyahoga,390154305770,Lincoln Park Academy,Lincoln Park Academy,014065,,0.0,False,unmatched,
,,Lucas,390154505793,Discovery Academy,Discovery Academy,014188,,0.0,False,unmatched,
,,Summit,390154905797,Imagine Leadership Academy,Imagine Leadership Academy,014121,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390155005772,Eastland Preparatory Academy,Eastland Preparatory Academy,014090,,0.0,False,unmatched,
,,Wayne,390155105783,Liberty Preparatory School,Liberty Preparatory School,013962,Liberty Preparatory School,0.0,False,exact_irn,
,,Cuyahoga,390155405766,East Preparatory Academy,East Preparatory Academy,014147,,0.0,False,unmatched,
,,Lucas,390155505806,Rise & Shine Academy,Rise & Shine Academy,013999,,0.0,False,unmatched,
,,Mahoning,390156505820,Valley STEM+ME2 Academy,Valley STEM+ME2 Academy,014943,,0.0,False,unmatched,
,,Columbiana,390156605837,Utica Shale Academy of Ohio,Utica Shale Academy of Ohio,014830,,0.0,False,unmatched,
,,Summit,390156705827,Steel Academy,Steel Academy,014927,Steel Academy,90.0,True,exact_irn,
,,Cuyahoga,390156805832,T2 Honors Academy,T2 Honors Academy,014904,,0.0,False,unmatched,
,,Cuyahoga,390157005844,Citizens Academy Southeast,Citizens Academy Southeast,015261,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390157405852,Flex High School,Flex High School,015237,Flex High School,0.0,False,exact_irn,
,,Lake,390157505858,iSTEM,iSTEM,015329,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390157605848,Zenith Academy West,Zenith Academy West,015234,,0.0,False,unmatched,
,,Lawrence,390157705854,Tri-State STEM+M School,Tri-State STEM+M School,015344,,0.0,False,unmatched,
,,Cuyahoga,390158105885,Village Preparatory School Willard,Village Preparatory School Willard,015722,Village Preparatory School Willard,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390158205874,Bridge Gate Community School,Bridge Gate Community School,015710,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390158305886,Westwood Preparatory Academy,Westwood Preparatory Academy,015741,Westwood Preparatory Academy,0.0,False,exact_irn,
,,Stark,390158405877,East Branch Preparatory AcademydbaWright Preparatory Academy,East Branch Preparatory AcademydbaWright Preparatory Academy,015713,,0.0,False,unmatched,
,,Stark,390158605871,Beacon Academy,Beacon Academy,015709,Beacon Academy,201.0,True,exact_irn,
,,Montgomery,390158705880,Dayton Athletic Vocational Academy,Dayton Athletic Vocational Academy,015714,Dayton Athletic Vocational Academy,88.0,True,exact_irn,
,,Cuyahoga,390158805878,Global Ambassadors Language Academy,Global Ambassadors Language Academy,015737,,0.0,False,unmatched,
,,Hamilton,390159005956,Cincinnati Achievement Academy,Cincinnati Achievement Academy,016850,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390159105906,Kids Care Elementary,Kids Care Elementary,016836,Kids Care Elementary,135.0,True,exact_irn,
,,Cuyahoga,390159205911,Euclid Preparatory School,Euclid Preparatory School,015712,,0.0,False,unmatched,
,,Cuyahoga,390159405904,Citizens Leadership Academy East,Citizens Leadership Academy East,016843,Citizens Leadership Academy East,0.0,False,exact_irn,
,,Montgomery,390159505936,Liberty High School,Liberty High School,016849,Liberty High School,373.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390159605913,South Columbus Preparatory Academy at German Village,South Columbus Preparatory Academy at German Village,016829,,0.0,False,unmatched,
,,Cuyahoga,390159705961,Orchard Park Academy,Orchard Park Academy,016837,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390159905986,Great River Connections Academy,Great River Connections Academy,017233,Great River Connections Academy,1707.0,True,exact_irn,
,,Cuyahoga,390160005964,SMART Academy,SMART Academy,016812,,0.0,False,unmatched,
,,Hamilton,390160105988,Dampe Community School,Dampe Community School,017212,,0.0,False,unmatched,
,,Hamilton,390160205984,AchievePoint Career Academy - Cincinnati,AchievePoint Career Academy - Cincinnati,017275,AchievePoint Career Academy - Cincinnati,241.0,True,exact_irn,
,,Lorain,390160305971,Lorain Bilingual Preparatory Academy,Lorain Bilingual Preparatory Academy,017270,,0.0,False,unmatched,
,,Montgomery,390160405980,Montgomery Preparatory Academy,Montgomery Preparatory Academy,017259,,0.0,False,unmatched,
,,Hamilton,390160505969,Mount Auburn Preparatory Academy,Mount Auburn Preparatory Academy,017274,Mount Auburn Preparatory Academy,433.0,True,exact_irn,
,,Lucas,390160806010,Kenmore Preparatory Academy dba Toledo Preparatory Academy,Kenmore Preparatory Academy dba Toledo Preparatory Academy,017536,,0.0,False,unmatched,
,,Marion,390160905999,Marion Preparatory Academy,Marion Preparatory Academy,017585,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390161005992,Capital Collegiate Preparatory Academy,Capital Collegiate Preparatory Academy,017537,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390161106016,North Columbus Preparatory Academy,North Columbus Preparatory Academy,017538,,0.0,False,unmatched,
,,Cuyahoga,390161206007,Huber Heights Preparatory Academy dba Parma Academy,Huber Heights Preparatory Academy dba Parma Academy,017535,,0.0,False,unmatched,
,,Lucas,390161306015,Northwest Ohio Classical Academy,Northwest Ohio Classical Academy,017498,,0.0,False,unmatched,
,,Hamilton,390161405996,ReGeneration Bond Hill,ReGeneration Bond Hill,017490,,0.0,False,unmatched,
,,Lucas,390161506004,Ohio Digital Learning School,Ohio Digital Learning School,017643,Ohio Digital Learning School,2272.0,True,exact_irn,
,,Richland,390161705991,Cypress High School,Cypress High School,017497,Cypress High School,225.0,True,exact_irn,
,,Richland,390161806018,Buckeye Community School,Buckeye Community School,019152,Buckeye Community School,569.0,True,exact_irn,
,,Tuscarawas,390161906019,Quaker Preparatory Academy,Quaker Preparatory Academy,019156,,0.0,False,unmatched,
,,Cuyahoga,390162006020,Flex High School Cleveland,Flex High School Cleveland,019197,Flex High School Cleveland,120.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390162106021,Central Point Preparatory Academy,Central Point Preparatory Academy,019199,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390162206022,South Columbus Preparatory Academy at Southfield,South Columbus Preparatory Academy at Southfield,019200,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390162306023,Franklinton Prep High School,Franklinton Prep High School,019201,Franklinton Prep High School,201.0,True,exact_irn,
,,Cuyahoga,390162506025,North Shore High School,North Shore High School,019220,North Shore High School,406.0,True,exact_irn,
,,Summit,390162606026,Case Preparatory Academy,Case Preparatory Academy,019221,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390162706027,Franklinton High School,Franklinton High School,019226,,0.0,False,unmatched,
,,Hamilton,390162806028,Dublin Preparatory Academy dba Northside Preparatory Academy,Dublin Preparatory Academy dba Northside Preparatory Academy,019227,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390162906029,Focus Learning Academy of Central Columbus,Focus Learning Academy of Central Columbus,019235,,0.0,False,unmatched,
,,Montgomery,390163006179,Dayton Career Tech High School,Dayton Career Tech High School,019426,Dayton Career Tech High School,0.0,False,exact_irn,
,,Summit,390163106180,Akron Career Tech High School,Akron Career Tech High School,019427,Akron Career Tech High School,96.0,True,exact_irn,
,,Madison,390163206181,Buckeye Community School - London,Buckeye Community School - London,019441,Buckeye Community School - London,340.0,True,exact_irn,
,,Marion,390163306182,Buckeye Community School - Marion,Buckeye Community School - Marion,019442,Buckeye Community School - Marion,634.0,True,exact_irn,
,,Mahoning,390163406183,Youngstown Preparatory Academy,Youngstown Preparatory Academy,019450,,0.0,False,unmatched,
,,Lucas,390163606185,Explorers Academy of Science and Technology,Explorers Academy of Science and Technology,019474,Explorers Academy of Science and Technology,0.0,False,exact_irn,
,,Trumbull,390163706186,Niles Preparatory Academy,Niles Preparatory Academy,019478,,0.0,False,unmatched,
,,Lucas,390163806187,Western Toledo Preparatory Academy,Western Toledo Preparatory Academy,019511,,0.0,False,unmatched,
,,Summit,390434800014,Judith A Resnik Community Learning Center,Akron City,011130,,0.0,False,unmatched,75.32467532467533
,,Summit,390434800015,Findley Community Learning Center,Akron City,011635,,0.0,False,unmatched,86.56716417910448
,,Summit,390434800016,Firestone Community Learning Center,Akron City,011692,,0.0,False,unmatched,84.05797101449275
,,Summit,390434800018,Forest Hill Community Learning Center,Akron City,011932,,0.0,False,unmatched,84.93150684931507
,,Summit,390434800019,Barber Community Learning Center,Akron City,001537,,0.0,False,unmatched,76.92307692307692
,,Summit,390434800020,Garfield Community Learning Center,Akron City,013128,Garfield Community Learning Center,891.0,True,exact_irn,
,,Summit,390434800021,Glover Community Learning Center,Akron City,013771,,0.0,False,unmatched,84.84848484848484
,,Summit,390434800025,Harris/Jackson Community Learning Center,Akron City,015347,,0.0,False,unmatched,78.37837837837837
,,Summit,390434800026,Hatton Community Learning Center,Akron City,015610,,0.0,False,unmatched,81.81818181818181
,,Summit,390434800028,Sam Salem Community Learning Center,Akron City,016188,,0.0,False,unmatched,82.35294117647058
,,Summit,390434800029,David Hill Community Learning Center,Akron City,016253,David Hill Community Learning Center,284.0,True,exact_irn,
,,Summit,390434800031,Hyre Community Learning Center,Akron City,017251,,0.0,False,unmatched,87.5
,,Summit,390434800032,Innes Community Learning Center,Akron City,017459,,0.0,False,unmatched,86.15384615384616
,,Summit,390434800034,Jennings Community Learning Center,Akron City,018259,,0.0,False,unmatched,79.41176470588236
,,Summit,390434800037,King Community Learning Center,Akron City,019042,,0.0,False,unmatched,84.375
,,Summit,390434800038,Betty Jane Community Learning Center,Akron City,002634,,0.0,False,unmatched,80.0
,,Summit,390434800040,Leggett Community Learning Center,Akron City,020115,Leggett Community Learning Center,330.0,True,exact_irn,
,,Summit,390434800042,Litchfield Community Learning Center,Akron City,021097,,0.0,False,unmatched,81.15942028985508
,,Summit,390434800044,Mason Community Learning Center,Akron City,023135,,0.0,False,unmatched,81.25
,,Summit,390434800045,McEbright Community Learning Center,Akron City,023382,,0.0,False,unmatched,85.29411764705883
,,Summit,390434800046,North High School,Akron City,027565,,0.0,False,unmatched,21.052631578947366
